2026-03-10 23:43:07.187658 | loss=0.8936 | acc=0.3768
2026-03-10 23:45:02.735593 | loss=0.8941 | acc=0.4353
2026-03-11 01:05:39.668492 | loss=0.8932 | acc=0.8573
2026-03-11 02:37:05.562218 | loss=0.8932 | acc=0.5188
2026-03-11 07:04:18.491347 | loss=0.8931 | acc=0.8462
2026-03-11 08:17:40.474446 | loss=0.8905 | acc=0.7300
2026-03-11 08:30:54.703701 | loss=0.8890 | acc=0.9963
2026-03-11 08:44:25.492606 | loss=0.8912 | acc=0.0311
2026-03-11 08:53:39.632636 | loss=0.8913 | acc=0.6336
2026-03-11 13:17:31.342326 | loss=0.8932 | acc=0.4880
2026-03-11 16:11:35.231217 | loss=0.8917 | acc=0.9212
2026-03-12 02:43:06.368538 | loss=0.8872 | acc=0.4936
2026-03-12 19:03:33.453924 | loss=0.8889 | acc=0.9209
2026-03-13 01:08:44.385939 | loss=0.9128 | acc=0.2617
2026-03-13 07:04:20.804385 | loss=0.9381 | acc=0.7494
2026-03-13 18:53:42.421083 | loss=0.9474 | acc=0.1238
2026-03-14 01:07:39.249527 | loss=0.9436 | acc=0.2100
2026-03-14 02:39:36.415198 | loss=0.9234 | acc=0.8138
2026-03-14 06:58:20.540209 | loss=0.9309 | acc=0.9679
2026-03-14 18:50:16.851293 | loss=0.9307 | acc=0.0018
2026-03-15 01:19:35.488897 | loss=0.9496 | acc=0.9594
2026-03-15 03:17:28.605732 | loss=0.9818 | acc=0.7412
2026-03-15 07:08:17.186851 | loss=1.0158 | acc=0.2211
2026-03-15 18:50:58.396322 | loss=1.0133 | acc=0.5390
2026-03-16 03:19:34.713656 | loss=1.0396 | acc=0.5431
2026-03-16 19:14:21.440948 | loss=1.0326 | acc=0.9503
2026-03-17 02:43:11.373827 | loss=1.0578 | acc=0.9658
2026-03-17 07:14:24.396791 | loss=1.0631 | acc=0.3000
2026-03-17 19:13:00.981317 | loss=1.0659 | acc=0.3920
2026-03-18 02:49:35.520410 | loss=1.0814 | acc=0.6677
2026-03-18 07:12:12.356625 | loss=1.0805 | acc=0.4329
2026-03-19 01:14:34.066604 | loss=1.0765 | acc=0.1354
2026-03-19 02:51:14.355593 | loss=1.0841 | acc=0.6406
2026-03-19 07:06:51.207660 | loss=1.1019 | acc=0.0279
2026-03-19 13:22:14.692647 | loss=1.1135 | acc=0.7449
2026-03-20 07:05:01.463816 | loss=1.1329 | acc=0.1648
2026-03-20 13:15:13.247662 | loss=1.1674 | acc=0.3657
2026-03-21 06:55:39.216503 | loss=1.1660 | acc=0.5336
2026-03-21 13:04:37.974591 | loss=1.1573 | acc=0.5800
2026-03-22 02:51:52.798655 | loss=1.1395 | acc=0.6747
2026-03-22 08:20:48.094041 | loss=1.1266 | acc=0.1851
2026-03-22 12:24:13.023546 | loss=1.1176 | acc=0.4094
2026-03-22 16:15:46.856437 | loss=1.1454 | acc=0.1462
2026-03-23 08:41:35.003294 | loss=1.1539 | acc=0.2804
2026-03-23 12:37:59.167450 | loss=1.1319 | acc=0.4134
2026-03-23 16:43:42.702626 | loss=1.1638 | acc=0.8803
2026-03-24 01:00:51.394938 | loss=1.1913 | acc=0.6677
2026-03-24 01:08:05.947285 | loss=1.1495 | acc=0.3850
2026-03-24 08:37:44.847559 | loss=1.2115 | acc=0.4977
2026-03-24 12:41:41.961858 | loss=1.2403 | acc=0.1492
2026-03-24 16:49:13.396943 | loss=1.2535 | acc=0.3008
2026-03-25 01:06:16.375759 | loss=1.2540 | acc=0.5870
2026-03-25 05:18:40.223606 | loss=1.2739 | acc=0.8859
2026-03-25 12:38:46.378610 | loss=1.2714 | acc=0.8763
2026-03-25 16:51:54.646407 | loss=1.3016 | acc=0.3240
2026-03-26 01:11:52.000011 | loss=1.3223 | acc=0.6206
2026-03-26 05:27:18.420064 | loss=1.3586 | acc=0.8909
2026-03-26 08:40:51.566330 | loss=1.3893 | acc=0.9459
2026-03-26 12:45:24.390774 | loss=1.3847 | acc=0.7646
2026-03-27 01:18:12.817803 | loss=1.3875 | acc=0.9373
2026-03-27 05:28:15.589967 | loss=1.3792 | acc=0.9815
2026-03-27 12:36:11.329599 | loss=1.3722 | acc=0.7217
2026-03-27 16:40:46.143696 | loss=1.3752 | acc=0.7882
2026-03-28 01:12:37.098999 | loss=1.4134 | acc=0.2335
2026-03-28 05:16:42.738688 | loss=1.4505 | acc=0.6622
2026-03-28 08:25:57.680165 | loss=1.4822 | acc=0.7485
2026-03-28 16:19:58.862410 | loss=1.5034 | acc=0.4845
2026-03-29 01:14:27.064870 | loss=1.4917 | acc=0.3755
2026-03-29 08:27:33.540352 | loss=1.5025 | acc=0.8667
2026-03-29 16:21:38.822170 | loss=1.5046 | acc=0.6414
2026-03-30 01:15:16.803706 | loss=1.5398 | acc=0.7659
2026-03-30 01:22:15.959343 | loss=1.5898 | acc=0.6267
2026-03-30 05:53:44.127613 | loss=1.6347 | acc=0.8793
2026-03-30 12:48:28.966528 | loss=1.6206 | acc=0.9259
2026-03-31 01:12:39.534389 | loss=1.6205 | acc=0.0986
2026-03-31 12:46:38.627618 | loss=1.6120 | acc=0.3335
2026-04-01 01:19:30.845068 | loss=1.6488 | acc=0.4716
2026-04-01 01:26:30.423776 | loss=1.6729 | acc=0.1237
2026-04-01 05:49:44.870521 | loss=1.7029 | acc=0.6115
2026-04-01 08:52:33.816299 | loss=1.6983 | acc=0.2214
2026-04-01 20:33:07.284378 | loss=1.6963 | acc=0.6325
2026-04-02 08:42:59.245198 | loss=1.7453 | acc=0.5037
2026-04-02 16:43:11.663845 | loss=1.7417 | acc=0.7659
2026-04-02 20:23:29.780374 | loss=1.7525 | acc=0.6454
2026-04-03 01:12:34.443549 | loss=1.7146 | acc=0.3323
2026-04-03 01:19:03.495072 | loss=1.7095 | acc=0.2800
2026-04-03 08:40:12.869738 | loss=1.7163 | acc=0.1723
2026-04-04 05:16:55.220223 | loss=1.7583 | acc=0.6365
2026-04-04 08:27:46.079953 | loss=1.7652 | acc=0.8728
2026-04-04 12:28:58.518743 | loss=1.8008 | acc=0.7440
2026-04-04 16:21:34.409251 | loss=1.8407 | acc=0.8885
2026-04-04 20:25:51.730219 | loss=1.8460 | acc=0.6890
2026-04-05 01:22:19.707147 | loss=1.8606 | acc=0.6914
2026-04-05 08:30:46.147565 | loss=1.8918 | acc=0.6437
2026-04-05 12:29:53.246248 | loss=1.8837 | acc=0.6252
2026-04-05 20:19:48.012686 | loss=1.8509 | acc=0.2330
2026-04-06 01:22:46.572613 | loss=1.8745 | acc=0.2887
2026-04-06 05:53:46.016490 | loss=1.8366 | acc=0.6975
2026-04-06 08:59:20.998964 | loss=1.8812 | acc=0.7105
2026-04-06 16:34:28.856017 | loss=1.8936 | acc=0.4304
2026-04-06 20:30:28.136798 | loss=1.9132 | acc=0.9006
2026-04-07 05:42:01.354314 | loss=1.9268 | acc=0.0991
2026-04-07 08:50:32.707208 | loss=1.9682 | acc=0.1515
2026-04-07 12:52:47.401467 | loss=1.9640 | acc=0.1824
2026-04-08 12:52:28.034644 | loss=2.0082 | acc=0.2619
2026-04-08 20:30:41.563624 | loss=2.0082 | acc=0.5533
2026-04-09 01:04:17.142171 | loss=2.0223 | acc=0.0245
2026-04-09 08:57:36.829060 | loss=1.9978 | acc=0.9149
2026-04-09 12:54:59.935342 | loss=2.0109 | acc=0.7897
2026-04-09 16:55:33.243677 | loss=2.0665 | acc=0.6936
2026-04-09 20:38:24.881026 | loss=2.0239 | acc=0.2665
2026-04-10 01:15:10.136318 | loss=2.0297 | acc=0.9831
2026-04-10 20:23:12.401450 | loss=2.0183 | acc=0.9099
2026-04-11 01:10:37.376534 | loss=2.0380 | acc=0.9021
2026-04-11 01:16:48.648694 | loss=2.0366 | acc=0.1171
2026-04-11 08:29:42.663714 | loss=2.0786 | acc=0.1218
2026-04-11 12:30:34.908244 | loss=2.0624 | acc=0.2227
2026-04-12 08:35:45.580611 | loss=2.0506 | acc=0.3207
2026-04-12 12:34:09.471624 | loss=2.0590 | acc=0.3345
2026-04-12 20:22:10.203811 | loss=2.0468 | acc=0.6923
2026-04-13 01:21:08.655887 | loss=2.0797 | acc=0.6841
2026-04-13 01:28:21.456786 | loss=2.0563 | acc=0.9634
2026-04-13 06:08:05.821609 | loss=2.0849 | acc=0.2512
2026-04-13 12:56:36.651152 | loss=2.0905 | acc=0.3850
2026-04-14 05:53:53.906314 | loss=2.1495 | acc=0.5651
2026-04-14 16:53:35.888434 | loss=2.2084 | acc=0.3115
2026-04-14 20:40:39.904245 | loss=2.2599 | acc=0.0610
2026-04-15 01:22:37.185239 | loss=2.3187 | acc=0.6275
2026-04-15 12:55:24.685644 | loss=2.3465 | acc=0.2316
